x,y,species cloglog values
547.0,547.0,0.054388773
548.0,548.0,0.06133237
549.0,549.0,0.09196598
550.0,550.0,0.11143774
551.0,551.0,0.04302448
552.0,552.0,0.8231453
553.0,553.0,0.055359617
554.0,554.0,0.39039943
555.0,555.0,0.29614526
556.0,556.0,0.5247918
557.0,557.0,0.20615809
558.0,558.0,0.89493257
559.0,559.0,0.25331476
560.0,560.0,0.13354507
561.0,561.0,0.7961879
562.0,562.0,0.3578698
563.0,563.0,0.583636
564.0,564.0,0.12128539
565.0,565.0,0.86446464
566.0,566.0,0.086055174
567.0,567.0,0.31401563
568.0,568.0,0.22957525
569.0,569.0,0.68934387
570.0,570.0,0.11207329
571.0,571.0,0.14290401
572.0,572.0,0.25112748
573.0,573.0,0.11850676
574.0,574.0,0.10435409
575.0,575.0,0.0020617803
576.0,576.0,0.28238335
577.0,577.0,0.20843576
578.0,578.0,0.3156103
579.0,579.0,0.5415028
580.0,580.0,0.1454559
581.0,581.0,0.25391406
582.0,582.0,0.16679834
583.0,583.0,0.23699394
584.0,584.0,0.5537805
585.0,585.0,0.33157483
586.0,586.0,0.78778017
587.0,587.0,0.19483097
588.0,588.0,0.24998662
589.0,589.0,0.57575154
590.0,590.0,0.1763442
591.0,591.0,0.10607197
592.0,592.0,0.1751041
593.0,593.0,0.7425148
594.0,594.0,0.15002173
595.0,595.0,0.091995
596.0,596.0,0.12493315
597.0,597.0,0.49705985
598.0,598.0,0.34807765
599.0,599.0,0.27649593
600.0,600.0,0.41863146
601.0,601.0,0.34003317
602.0,602.0,0.2718788
603.0,603.0,0.009622642
604.0,604.0,0.19955413
605.0,605.0,0.40013495
606.0,606.0,0.34419885
607.0,607.0,0.67519313
608.0,608.0,0.7920372
609.0,609.0,0.77494323
610.0,610.0,0.49095008
611.0,611.0,0.17094082
612.0,612.0,0.036742143
613.0,613.0,0.8907064
614.0,614.0,0.67588294
615.0,615.0,0.22326483
616.0,616.0,0.86495584
617.0,617.0,0.6625092
618.0,618.0,0.83049625
619.0,619.0,0.2009302
620.0,620.0,0.751399
621.0,621.0,0.36856234
622.0,622.0,0.0879714
623.0,623.0,0.14654204
624.0,624.0,0.72949135
625.0,625.0,0.23361322
626.0,626.0,0.38735732
627.0,627.0,0.97755367
628.0,628.0,0.5274493
629.0,629.0,0.7709764
630.0,630.0,0.5023512
631.0,631.0,0.37591687
632.0,632.0,0.25108778
633.0,633.0,0.0729183
634.0,634.0,0.45655042
635.0,635.0,0.13663237
636.0,636.0,0.5593571
637.0,637.0,0.1795351
638.0,638.0,0.013396391
639.0,639.0,0.09320265
640.0,640.0,0.8382571
641.0,641.0,0.12621339
642.0,642.0,0.09687976
643.0,643.0,0.7142263
644.0,644.0,0.14417996
645.0,645.0,0.4899653
646.0,646.0,0.23618469
647.0,647.0,0.2510941
648.0,648.0,0.18599205
649.0,649.0,0.24910887
650.0,650.0,0.2593645
651.0,651.0,0.18513395
652.0,652.0,0.25432053
653.0,653.0,0.3128451
654.0,654.0,0.81320274
655.0,655.0,0.031243296
656.0,656.0,0.23817644
657.0,657.0,0.32029063
658.0,658.0,0.07860306
659.0,659.0,0.67454445
660.0,660.0,0.76150286
661.0,661.0,0.24775052
662.0,662.0,0.07894593
663.0,663.0,0.86244357
664.0,664.0,0.38692498
665.0,665.0,0.3562698
666.0,666.0,0.5759285
667.0,667.0,0.12463118
668.0,668.0,0.6198469
669.0,669.0,0.17994954
670.0,670.0,0.74417686
671.0,671.0,0.73123235
672.0,672.0,0.5652804
673.0,673.0,0.16945133
674.0,674.0,0.3174651
675.0,675.0,0.11978749
676.0,676.0,0.020119166
677.0,677.0,0.839328
678.0,678.0,0.0951559
679.0,679.0,0.032813553
680.0,680.0,0.09193925
681.0,681.0,0.14425643
682.0,682.0,0.56935316
683.0,683.0,0.45206565
684.0,684.0,0.09832383
685.0,685.0,0.7353479
686.0,686.0,0.03408918
687.0,687.0,0.286395
688.0,688.0,0.37923366
689.0,689.0,0.11749486
690.0,690.0,0.3142644
691.0,691.0,0.48261467
692.0,692.0,0.25766098
693.0,693.0,0.5140552
694.0,694.0,0.008019643
695.0,695.0,0.7581624
696.0,696.0,0.1721978
697.0,697.0,0.47987032
698.0,698.0,0.42335564
699.0,699.0,0.568244
700.0,700.0,0.19428849
701.0,701.0,0.13302745
702.0,702.0,0.34950092
703.0,703.0,0.15091585
704.0,704.0,0.9492662
705.0,705.0,0.34797737
706.0,706.0,0.42204058
707.0,707.0,0.36775422
708.0,708.0,0.032187983
709.0,709.0,0.25768548
710.0,710.0,0.7631519
711.0,711.0,0.7374469
712.0,712.0,0.20499545
713.0,713.0,0.27591836
714.0,714.0,0.39738882
715.0,715.0,0.31774092
716.0,716.0,0.08656962
717.0,717.0,0.2724899
718.0,718.0,0.5250823
719.0,719.0,0.6123468
720.0,720.0,0.76439047
721.0,721.0,0.12634559
722.0,722.0,0.24618377
723.0,723.0,0.09742007
724.0,724.0,0.124605715
725.0,725.0,0.4879235
726.0,726.0,0.8178556
727.0,727.0,0.31932274
728.0,728.0,0.05966633
729.0,729.0,0.48710495
730.0,730.0,0.45653248
731.0,731.0,0.51813304
732.0,732.0,0.13247111
733.0,733.0,0.49218306
734.0,734.0,0.58909655
735.0,735.0,0.3391698
736.0,736.0,0.5440827
737.0,737.0,0.27786493
738.0,738.0,0.087662205
739.0,739.0,0.73946947
740.0,740.0,0.787208
741.0,741.0,0.85308665
742.0,742.0,0.36122906
743.0,743.0,0.08768804
744.0,744.0,0.08990403
745.0,745.0,0.5506268
746.0,746.0,0.14302023
747.0,747.0,0.15175784
748.0,748.0,0.43117324
749.0,749.0,0.0035113543
750.0,750.0,0.25412318
751.0,751.0,0.84287226
752.0,752.0,0.19204167
753.0,753.0,0.058195833
754.0,754.0,0.97562206
755.0,755.0,0.6253505
756.0,756.0,0.7940631
757.0,757.0,0.21768196
758.0,758.0,0.34730998
759.0,759.0,0.22202846
760.0,760.0,0.7987296
761.0,761.0,0.5648237
762.0,762.0,0.22352237
763.0,763.0,0.64753777
764.0,764.0,0.37826574
765.0,765.0,0.51691407
766.0,766.0,0.80838025
767.0,767.0,0.13094859
768.0,768.0,0.08827135
769.0,769.0,0.703359
770.0,770.0,0.78277636
771.0,771.0,0.54323167
772.0,772.0,0.43964872
773.0,773.0,0.114145994
774.0,774.0,0.70646536
775.0,775.0,0.677307
776.0,776.0,0.8607077
777.0,777.0,0.6275178
778.0,778.0,0.19976501
779.0,779.0,0.88522184
780.0,780.0,0.36507314
781.0,781.0,0.5289737
782.0,782.0,0.12541673
783.0,783.0,0.17675306
784.0,784.0,0.5899649
785.0,785.0,0.83475393
786.0,786.0,0.29686356
787.0,787.0,0.3345789
788.0,788.0,0.29104918
789.0,789.0,0.17359607
790.0,790.0,0.17115857
791.0,791.0,0.6475276
792.0,792.0,0.6604094
793.0,793.0,0.5027951
794.0,794.0,0.094745174
795.0,795.0,0.20259023
796.0,796.0,0.7989432
797.0,797.0,0.18624237
798.0,798.0,0.9033573
799.0,799.0,0.7947434
800.0,800.0,0.09866637
801.0,801.0,0.2824523
802.0,802.0,0.79237646
803.0,803.0,0.57286924
804.0,804.0,0.8409638
805.0,805.0,0.33531758
806.0,806.0,0.41449136
807.0,807.0,0.81126684
808.0,808.0,0.5436836
809.0,809.0,0.2913362
810.0,810.0,0.17774646
811.0,811.0,0.32446617
812.0,812.0,0.5361598
813.0,813.0,0.20902853
814.0,814.0,0.8092381
815.0,815.0,0.5494765
816.0,816.0,0.5583114
817.0,817.0,0.13071942
818.0,818.0,0.15583593
819.0,819.0,0.027431633
820.0,820.0,0.2508427
821.0,821.0,0.7184431
822.0,822.0,0.2993428
823.0,823.0,0.42455524
824.0,824.0,0.9435425
825.0,825.0,0.4207829
826.0,826.0,0.7755584
827.0,827.0,0.1790546
828.0,828.0,0.08540472
829.0,829.0,0.1442195
830.0,830.0,0.7817665
831.0,831.0,0.27392718
832.0,832.0,0.18217367
833.0,833.0,0.5533942
834.0,834.0,0.14105278
835.0,835.0,0.47091484
836.0,836.0,0.074893996
837.0,837.0,0.111901596
838.0,838.0,0.3120234
839.0,839.0,0.07653735
840.0,840.0,0.72377443
841.0,841.0,0.16682965
842.0,842.0,0.37453765
843.0,843.0,0.3301792
844.0,844.0,0.25837728
845.0,845.0,0.18078521
846.0,846.0,0.039657004
847.0,847.0,0.09912036
848.0,848.0,0.24033228
849.0,849.0,0.10760996
850.0,850.0,0.7420635
851.0,851.0,0.45725882
852.0,852.0,0.09403378
853.0,853.0,0.3856852
854.0,854.0,0.6737759
