x,y,species cloglog values
763.0,763.0,0.29574576
764.0,764.0,0.34062758
765.0,765.0,0.24774165
766.0,766.0,0.05440543
767.0,767.0,0.036777753
768.0,768.0,0.054738626
769.0,769.0,0.048344918
770.0,770.0,0.025401235
771.0,771.0,0.16447355
772.0,772.0,0.051455904
773.0,773.0,0.7468597
774.0,774.0,0.007746331
775.0,775.0,0.16831677
776.0,776.0,0.30656454
777.0,777.0,0.10548526
778.0,778.0,0.0069783228
779.0,779.0,0.7898631
780.0,780.0,0.00584492
781.0,781.0,0.02464729
782.0,782.0,0.064556964
783.0,783.0,0.023433339
784.0,784.0,0.0015680388
785.0,785.0,0.726269
786.0,786.0,0.33852938
787.0,787.0,7.749544E-4
788.0,788.0,0.158704
789.0,789.0,0.34318092
790.0,790.0,0.0062636225
791.0,791.0,0.02138831
792.0,792.0,0.6153167
793.0,793.0,0.48300713
794.0,794.0,0.010040306
795.0,795.0,0.21920311
796.0,796.0,0.016124258
797.0,797.0,0.3900906
798.0,798.0,0.2822837
799.0,799.0,0.021077475
800.0,800.0,0.053120714
801.0,801.0,0.19088629
802.0,802.0,0.048820384
803.0,803.0,0.2092454
804.0,804.0,0.067914955
805.0,805.0,0.025706891
806.0,806.0,0.2650291
807.0,807.0,0.37048343
808.0,808.0,0.3566704
809.0,809.0,0.18731713
810.0,810.0,0.8979639
811.0,811.0,0.033328008
812.0,812.0,0.60927695
813.0,813.0,0.2692843
814.0,814.0,0.065578386
815.0,815.0,0.03319075
816.0,816.0,0.38341433
817.0,817.0,0.37752083
818.0,818.0,0.09937114
819.0,819.0,0.0013656282
820.0,820.0,0.20132431
821.0,821.0,0.009526777
822.0,822.0,0.1341946
823.0,823.0,0.23238581
824.0,824.0,0.03075013
825.0,825.0,0.76726913
826.0,826.0,0.08461102
827.0,827.0,0.019168349
828.0,828.0,0.10678092
829.0,829.0,0.13009039
830.0,830.0,0.3598141
831.0,831.0,0.08962924
832.0,832.0,0.5678282
833.0,833.0,0.19816057
834.0,834.0,0.8485548
835.0,835.0,0.33773565
836.0,836.0,0.7358804
837.0,837.0,0.5393125
838.0,838.0,0.026587144
839.0,839.0,0.95719194
840.0,840.0,0.020384112
841.0,841.0,0.1873183
842.0,842.0,0.41646057
843.0,843.0,0.22732973
844.0,844.0,0.049731884
845.0,845.0,0.2148632
846.0,846.0,0.034468908
847.0,847.0,0.021237219
848.0,848.0,0.012473237
849.0,849.0,0.29482442
850.0,850.0,0.9458601
851.0,851.0,0.06874356
852.0,852.0,0.38378847
853.0,853.0,0.2627154
854.0,854.0,0.0387928
855.0,855.0,0.22325394
856.0,856.0,0.5674442
857.0,857.0,0.069727
858.0,858.0,0.020146027
859.0,859.0,0.018385522
860.0,860.0,0.04322404
861.0,861.0,0.0868246
862.0,862.0,0.029729227
863.0,863.0,0.63209796
864.0,864.0,0.1702967
865.0,865.0,0.87027365
866.0,866.0,0.17543067
867.0,867.0,0.2754877
868.0,868.0,0.0048304996
869.0,869.0,0.08797479
870.0,870.0,0.18000017
871.0,871.0,0.20725125
872.0,872.0,0.048787307
873.0,873.0,0.40449703
874.0,874.0,0.7921832
875.0,875.0,0.01188866
876.0,876.0,0.36176804
877.0,877.0,0.87935793
878.0,878.0,0.26641357
879.0,879.0,0.026808172
880.0,880.0,0.12475333
881.0,881.0,0.09296712
882.0,882.0,0.25397867
883.0,883.0,0.07192816
884.0,884.0,0.40458736
885.0,885.0,0.032610144
886.0,886.0,0.044136144
887.0,887.0,0.014504822
888.0,888.0,0.048925977
889.0,889.0,0.06314719
890.0,890.0,0.08564808
891.0,891.0,0.17111142
892.0,892.0,0.020608308
893.0,893.0,0.19315147
894.0,894.0,0.71578777
895.0,895.0,0.11657814
896.0,896.0,0.22724825
897.0,897.0,0.73382497
898.0,898.0,0.18899608
899.0,899.0,0.4105182
900.0,900.0,0.24296543
901.0,901.0,0.049495712
902.0,902.0,0.26238257
903.0,903.0,0.02187729
904.0,904.0,0.15907675
905.0,905.0,0.027778644
906.0,906.0,0.55712956
907.0,907.0,0.02036906
908.0,908.0,0.038184054
909.0,909.0,0.10024783
910.0,910.0,0.11112453
911.0,911.0,0.70771605
912.0,912.0,0.022891155
913.0,913.0,0.3207471
914.0,914.0,0.026510928
915.0,915.0,0.016884001
916.0,916.0,0.0060688984
917.0,917.0,0.55324465
918.0,918.0,0.17841491
919.0,919.0,0.070792325
920.0,920.0,0.07990665
921.0,921.0,0.7792712
922.0,922.0,0.46715444
923.0,923.0,0.013352724
924.0,924.0,0.10956029
925.0,925.0,0.01657707
926.0,926.0,0.22473003
927.0,927.0,0.11815997
928.0,928.0,0.20372486
929.0,929.0,0.015033431
930.0,930.0,0.056449924
931.0,931.0,0.38048038
932.0,932.0,0.47655427
933.0,933.0,0.024634274
934.0,934.0,0.2252762
935.0,935.0,0.037764158
936.0,936.0,0.74133945
937.0,937.0,0.018860588
938.0,938.0,0.25774136
939.0,939.0,0.13097797
940.0,940.0,0.5704119
941.0,941.0,0.39259362
942.0,942.0,0.082107976
943.0,943.0,0.016619738
944.0,944.0,0.036979724
945.0,945.0,0.36489803
946.0,946.0,0.09299821
947.0,947.0,0.055849828
948.0,948.0,0.05180329
949.0,949.0,0.63963306
950.0,950.0,0.0028642262
951.0,951.0,0.03500013
952.0,952.0,0.6200495
953.0,953.0,0.0031852175
954.0,954.0,0.44052073
955.0,955.0,0.18402417
956.0,956.0,5.497691E-4
957.0,957.0,0.01619291
958.0,958.0,0.023882307
959.0,959.0,0.41876704
960.0,960.0,0.11040712
961.0,961.0,0.06972976
962.0,962.0,0.21701336
963.0,963.0,0.068863556
964.0,964.0,0.040792413
965.0,965.0,0.038119286
966.0,966.0,0.011935615
967.0,967.0,0.2836821
968.0,968.0,0.12124401
969.0,969.0,0.77588284
970.0,970.0,0.09785212
971.0,971.0,0.007397807
972.0,972.0,0.1495928
973.0,973.0,0.034024365
974.0,974.0,0.0051013073
975.0,975.0,0.32639393
976.0,976.0,0.04019661
977.0,977.0,0.28687358
978.0,978.0,0.09472573
979.0,979.0,0.012348087
980.0,980.0,0.94914985
981.0,981.0,0.12986296
982.0,982.0,0.032990646
983.0,983.0,0.35742348
984.0,984.0,0.034041874
985.0,985.0,0.4901341
986.0,986.0,0.1630792
987.0,987.0,0.06807995
988.0,988.0,0.017162062
989.0,989.0,0.00745661
990.0,990.0,0.36860743
991.0,991.0,0.002080152
992.0,992.0,0.022093209
993.0,993.0,5.412567E-4
994.0,994.0,0.059885066
