Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.29311E-3,27.61871882,0.43800117,0.205555556,0.1875,0
1.30281E-3,27.878696935,0.440427036,0.203703704,0.1875,0
1.30319E-3,28.009015915,0.440520726,0.202777778,0.1875,0
1.31628E-3,28.272090348,0.443775621,0.200925926,0.1875,0
1.32637E-3,28.536563827,0.446271049,0.199074074,0.1875,0
1.32975E-3,28.802195366,0.447104626,0.197222222,0.1875,0
1.33128E-3,29.068353472,0.44748131,0.19537037,0.2125,0
1.34551E-3,29.336939093,0.450973431,0.193518519,0.2125,0
1.35381E-3,29.607515564,0.45300142,0.191666667,0.2125,0
1.36801E-3,29.8798755,0.45645176,0.189814815,0.2125,0
1.37596E-3,30.017471853,0.458373927,0.188888889,0.2125,0
1.38111E-3,30.293273638,0.459613801,0.187037037,0.2125,0
1.39071E-3,30.570923825,0.461921593,0.185185185,0.2125,0
1.41264E-3,30.852648506,0.467154447,0.183333333,0.2125,0
1.42208E-3,31.136927532,0.469391509,0.181481481,0.2125,0
1.43197E-3,31.280124622,0.471725024,0.180555556,0.2125,0
1.43589E-3,31.566925462,0.472645922,0.178703704,0.2125,0
1.44178E-3,31.854819588,0.474028456,0.176851852,0.2125,0
1.45258E-3,32.144385347,0.476554261,0.175,0.2125,0
1.46193E-3,32.290578466,0.478731356,0.174074074,0.2125,0
1.4726E-3,32.585096546,0.48120463,0.172222222,0.225,0
1.48041E-3,32.880655167,0.483007146,0.17037037,0.2375,0
1.48679E-3,33.029334016,0.484473751,0.169444444,0.2375,0
1.49095E-3,33.327286201,0.485429086,0.167592593,0.2375,0
1.5114E-3,33.628265635,0.490097195,0.165740741,0.2375,0
1.51156E-3,33.779421949,0.490134104,0.164814815,0.2375,0
1.52364E-3,34.084126396,0.492871206,0.162962963,0.2375,0
1.53124E-3,34.389866621,0.494585027,0.161111111,0.25,0
1.54111E-3,34.543977167,0.496802568,0.160185185,0.2625,0
1.55602E-3,34.854662408,0.500135731,0.158333333,0.2625,0
1.55615E-3,35.010277715,0.500165599,0.157407407,0.2625,0
1.56051E-3,35.322096292,0.501135629,0.155555556,0.2625,0
1.57637E-3,35.636203729,0.504647583,0.153703704,0.2625,0
1.58516E-3,35.794719833,0.506585381,0.152777778,0.275,0
1.60002E-3,36.113666021,0.509841942,0.150925926,0.2875,0
1.62721E-3,36.276387429,0.515746045,0.15,0.2875,0
1.63389E-3,36.602588326,0.51718461,0.148148148,0.3,0
1.64105E-3,36.766692948,0.518721856,0.147222222,0.3125,0
1.66719E-3,37.097643818,0.524296901,0.14537037,0.3125,0
1.67559E-3,37.265203109,0.526074515,0.144444444,0.3125,0
1.67766E-3,37.60073178,0.526511164,0.142592593,0.325,0
1.70228E-3,37.770960272,0.531678431,0.141666667,0.325,0
1.73917E-3,38.117216401,0.539312468,0.139814815,0.325,0
1.75848E-3,38.29306394,0.543259838,0.138888889,0.325,0
1.7933E-3,38.648903584,0.550293653,0.137037037,0.325,0
1.80808E-3,38.829711128,0.553244679,0.136111111,0.325,0
1.82767E-3,39.012478515,0.557129547,0.135185185,0.325,0
1.88255E-3,39.388788905,0.56782819,0.133333333,0.325,0
1.896E-3,39.57838932,0.570411903,0.132407407,0.325,0
1.93533E-3,39.771921898,0.57787407,0.131481481,0.325,0
2.02105E-3,40.175794776,0.593696188,0.12962963,0.3375,0
2.02157E-3,40.377951294,0.593789186,0.128703704,0.3375,0
2.07049E-3,40.585000471,0.602550135,0.127777778,0.3375,0
2.0933E-3,40.794330085,0.606568747,0.126851852,0.35,0
