x,y,species cloglog values
581.0,581.0,0.16409446
582.0,582.0,0.6975196
583.0,583.0,0.2096519
584.0,584.0,0.021519825
585.0,585.0,0.5104381
586.0,586.0,0.39270172
587.0,587.0,0.40704837
588.0,588.0,0.9662719
589.0,589.0,0.2733575
590.0,590.0,0.26692036
591.0,591.0,0.22374849
592.0,592.0,0.3537026
593.0,593.0,0.65828305
594.0,594.0,0.25948346
595.0,595.0,0.121959284
596.0,596.0,0.10166738
597.0,597.0,0.56444055
598.0,598.0,0.73103535
599.0,599.0,0.4349412
600.0,600.0,0.60262066
601.0,601.0,0.61720973
602.0,602.0,0.48278078
603.0,603.0,0.20708393
604.0,604.0,0.73501897
605.0,605.0,0.6744883
606.0,606.0,0.22931023
607.0,607.0,0.5457928
608.0,608.0,0.96888584
609.0,609.0,0.56912726
610.0,610.0,0.059483275
611.0,611.0,0.64508206
612.0,612.0,0.28126675
613.0,613.0,0.67168796
614.0,614.0,0.49789268
615.0,615.0,0.6072441
616.0,616.0,0.94522977
617.0,617.0,0.1106202
618.0,618.0,0.34981486
619.0,619.0,0.5180578
620.0,620.0,0.42279676
621.0,621.0,0.062788986
622.0,622.0,0.10472083
623.0,623.0,0.20591342
624.0,624.0,0.57082325
625.0,625.0,0.15515487
626.0,626.0,0.59682965
627.0,627.0,0.68049026
628.0,628.0,0.20567584
629.0,629.0,0.20967238
630.0,630.0,0.73547703
631.0,631.0,0.6084142
632.0,632.0,0.38327608
633.0,633.0,0.2104996
634.0,634.0,0.7777049
635.0,635.0,0.27973962
636.0,636.0,0.53465503
637.0,637.0,0.49494046
638.0,638.0,0.27738455
639.0,639.0,0.29038465
640.0,640.0,0.15713204
641.0,641.0,0.44341615
642.0,642.0,0.2173278
643.0,643.0,0.30507487
644.0,644.0,0.18053617
645.0,645.0,0.41010526
646.0,646.0,0.22914708
647.0,647.0,0.4207774
648.0,648.0,0.43658894
649.0,649.0,0.49635288
650.0,650.0,0.2504609
651.0,651.0,0.49256155
652.0,652.0,0.21458139
653.0,653.0,0.04586161
654.0,654.0,0.23964511
655.0,655.0,0.21749991
656.0,656.0,0.059744425
657.0,657.0,0.4835825
658.0,658.0,0.43819293
659.0,659.0,0.69395506
660.0,660.0,0.2841536
661.0,661.0,0.37783483
662.0,662.0,0.737021
663.0,663.0,0.16303319
664.0,664.0,0.267839
665.0,665.0,0.37993243
666.0,666.0,0.5179345
667.0,667.0,0.15123275
668.0,668.0,0.42259276
669.0,669.0,0.3660789
670.0,670.0,0.48527998
671.0,671.0,0.18575035
672.0,672.0,0.56235945
673.0,673.0,0.5722678
674.0,674.0,0.07164224
675.0,675.0,0.41302067
676.0,676.0,0.3478057
677.0,677.0,0.47218186
678.0,678.0,0.41990188
679.0,679.0,0.14801703
680.0,680.0,0.24496828
681.0,681.0,0.22886826
682.0,682.0,0.47666046
683.0,683.0,0.17871708
684.0,684.0,0.07044475
685.0,685.0,0.8501822
686.0,686.0,0.7455766
